ISO,scenario,d
CPV,15,20.0
KHM,15,406.0
CMR,15,523.0
CAN,15,8453.0
CAF,15,73.0
TCD,15,279.0
CHL,15,656.0
CHN,15,38911.0
COL,15,1987.0
COM,15,10.0
COD,15,1376.0
COG,15,237.0
CRI,15,202.0
CIV,15,436.0
HRV,15,652.0
CUB,15,431.0
CYP,15,253.0
CZE,15,2120.0
DNK,15,1306.0
DJI,15,22.0
DOM,15,265.0
ECU,15,642.0
EGY,15,3637.0
SLV,15,186.0
GNQ,15,21.0
ERI,15,85.0
EST,15,320.0
SWZ,15,12.0
ETH,15,2228.0
FJI,15,25.0
FIN,15,1205.0
FRA,15,15136.0
GUF,15,10.0
PYF,15,48.0
GAB,15,46.0
GEO,15,588.0
DEU,15,17104.0
GHA,15,483.0
GRC,15,2073.0
GUM,15,16.0
GTM,15,416.0
GIN,15,158.0
GNB,15,19.0
GUY,15,19.0
HTI,15,179.0
HND,15,414.0
HUN,15,1646.0
ISL,15,66.0
IND,15,17618.0
IDN,15,8093.0
IRN,15,2715.0
IRQ,15,2415.0
IRL,15,1049.0
ISR,15,2155.0
ITA,15,12325.0
JAM,15,93.0
JPN,15,23980.0
JOR,15,383.0
KAZ,15,1470.0
KEN,15,1400.0
PRK,15,349.0
KOR,15,6436.0
KWT,15,681.0
KGZ,15,83.0
LAO,15,190.0
LVA,15,372.0
LBN,15,291.0
LSO,15,22.0
LBR,15,97.0
LBY,15,176.0
LTU,15,597.0
LUX,15,99.0
MDG,15,592.0
MWI,15,369.0
MYS,15,4335.0
MDV,15,17.0
MLI,15,185.0
MLT,15,99.0
MRT,15,62.0
MUS,15,124.0
MEX,15,4131.0
MNG,15,34.0
MNE,15,122.0
MAR,15,1177.0
MOZ,15,666.0
MMR,15,1065.0
NAM,15,69.0
NPL,15,341.0
NZL,15,1109.0
NIC,15,182.0
NER,15,285.0
NGA,15,4512.0
MKD,15,57.0
NOR,15,1458.0
OMN,15,616.0
PAK,15,6020.0
PAN,15,123.0
PNG,15,215.0
PRY,15,193.0
PER,15,1257.0
PHL,15,3158.0
POL,15,6433.0
PRT,15,2307.0
QAT,15,393.0
MDA,15,134.0
ROU,15,2609.0
RUS,15,3822.0
RWA,15,276.0
LCA,15,7.0
WSM,15,6.0
STP,15,1.0
SAU,15,1229.0
SEN,15,189.0
SRB,15,237.0
SLE,15,69.0
SGP,15,1422.0
SVK,15,1176.0
SVN,15,485.0
SLB,15,15.0
SOM,15,323.0
ZAF,15,1354.0
SSD,15,177.0
ESP,15,9996.0
LKA,15,370.0
SDN,15,980.0
SUR,15,12.0
SWE,15,1919.0
CHE,15,1824.0
SYR,15,699.0
TJK,15,76.0
TZA,15,834.0
THA,15,2140.0
NLD,15,4321.0
GMB,15,17.0
TLS,15,29.0
TGO,15,156.0
TTO,15,53.0
TUN,15,398.0
TUR,15,14469.0
TKM,15,85.0
UGA,15,1310.0
UKR,15,1244.0
ARE,15,1274.0
GBR,15,18356.0
URY,15,158.0
UZB,15,619.0
VUT,15,5.0
VEN,15,500.0
VNM,15,2755.0
YEM,15,633.0
ZMB,15,326.0
ZWE,15,466.0
USA,16,87275.0
AFG,16,662.0
ALB,16,74.0
DZA,16,1098.0
AGO,16,406.0
ARG,16,1874.0
ARM,16,51.0
AUS,16,8453.0
AUT,16,1755.0
AZE,16,249.0
BHS,16,50.0
BHR,16,210.0
BGD,16,1752.0
BRB,16,49.0
BLR,16,331.0
BEL,16,3431.0
BLZ,16,6.0
BEN,16,230.0
BTN,16,7.0
BOL,16,185.0
BIH,16,63.0
BWA,16,38.0
BRA,16,4350.0
BRN,16,79.0
BGR,16,852.0
BFA,16,231.0
BDI,16,174.0
CPV,16,18.0
KHM,16,380.0
CMR,16,605.0
CAN,16,8748.0
CAF,16,53.0
TCD,16,309.0
CHL,16,481.0
CHN,16,33059.0
COL,16,1766.0
COM,16,13.0
COD,16,1239.0
COG,16,228.0
CRI,16,181.0
CIV,16,541.0
HRV,16,573.0
CUB,16,465.0
CYP,16,254.0
CZE,16,1984.0
DNK,16,1451.0
DJI,16,25.0
DOM,16,259.0
ECU,16,709.0
EGY,16,2925.0
SLV,16,136.0
GNQ,16,25.0
ERI,16,64.0
EST,16,237.0
SWZ,16,13.0
ETH,16,3052.0
FJI,16,22.0
FIN,16,1129.0
FRA,16,16283.0
GUF,16,12.0
PYF,16,44.0
GAB,16,38.0
GEO,16,451.0
DEU,16,17741.0
GHA,16,503.0
GRC,16,2201.0
GUM,16,16.0
GTM,16,357.0
GIN,16,162.0
GNB,16,24.0
GUY,16,19.0
HTI,16,149.0
HND,16,375.0
HUN,16,1723.0
ISL,16,52.0
IND,16,22269.0
IDN,16,8851.0
IRN,16,3129.0
IRQ,16,1814.0
IRL,16,1178.0
ISR,16,2280.0
ITA,16,14931.0
JAM,16,93.0
JPN,16,22360.0
JOR,16,325.0
KAZ,16,1502.0
KEN,16,1558.0
PRK,16,352.0
KOR,16,6543.0
KWT,16,804.0
KGZ,16,86.0
LAO,16,222.0
LVA,16,323.0
LBN,16,334.0
LSO,16,13.0
LBR,16,83.0
LBY,16,244.0
LTU,16,612.0
LUX,16,123.0
MDG,16,626.0
MWI,16,368.0
MYS,16,4534.0
MDV,16,16.0
MLI,16,194.0
MLT,16,88.0
MRT,16,44.0
MUS,16,145.0
MEX,16,3695.0
MNG,16,36.0
MNE,16,150.0
MAR,16,1307.0
MOZ,16,576.0
MMR,16,755.0
NAM,16,53.0
NPL,16,252.0
NZL,16,1231.0
NIC,16,183.0
NER,16,242.0
NGA,16,5003.0
MKD,16,63.0
NOR,16,1031.0
OMN,16,750.0
PAK,16,4634.0
PAN,16,134.0
PNG,16,263.0
PRY,16,284.0
PER,16,1498.0
PHL,16,2127.0
POL,16,5192.0
PRT,16,2009.0
QAT,16,324.0
MDA,16,147.0
ROU,16,2860.0
RUS,16,4038.0
RWA,16,216.0
LCA,16,7.0
WSM,16,8.0
STP,16,2.0
SAU,16,1236.0
SEN,16,169.0
SRB,16,342.0
SLE,16,92.0
SGP,16,1281.0
SVK,16,935.0
SVN,16,545.0
SLB,16,11.0
SOM,16,441.0
ZAF,16,1663.0
SSD,16,160.0
ESP,16,8559.0
LKA,16,434.0
SDN,16,1367.0
SUR,16,14.0
SWE,16,1933.0
CHE,16,1681.0
SYR,16,494.0
TJK,16,106.0
TZA,16,802.0
THA,16,2259.0
NLD,16,4275.0
GMB,16,17.0
TLS,16,28.0
TGO,16,158.0
TTO,16,43.0
TUN,16,346.0
TUR,16,16312.0
TKM,16,76.0
UGA,16,1332.0
UKR,16,1529.0
ARE,16,1073.0
GBR,16,15378.0
URY,16,152.0
UZB,16,556.0
VUT,16,5.0
VEN,16,868.0
VNM,16,2594.0
YEM,16,774.0
ZMB,16,218.0
ZWE,16,429.0
USA,17,87450.0
AFG,17,594.0
ALB,17,62.0
DZA,17,959.0
AGO,17,406.0
ARG,17,1690.0
ARM,17,70.0
AUS,17,7809.0
AUT,17,1405.0
AZE,17,234.0
BHS,17,47.0
BHR,17,246.0
BGD,17,1852.0
BRB,17,44.0
BLR,17,370.0
BEL,17,3329.0
BLZ,17,6.0
BEN,17,174.0
BTN,17,7.0
BOL,17,240.0
BIH,17,108.0
BWA,17,46.0
BRA,17,5057.0
BRN,17,89.0
BGR,17,879.0
BFA,17,269.0
BDI,17,285.0
CPV,17,17.0
KHM,17,353.0
CMR,17,665.0
CAN,17,9118.0
CAF,17,73.0
TCD,17,316.0
CHL,17,703.0
CHN,17,35657.0
COL,17,2146.0
COM,17,10.0
COD,17,1146.0
COG,17,228.0
CRI,17,190.0
CIV,17,556.0
HRV,17,751.0
CUB,17,471.0
CYP,17,234.0
CZE,17,1949.0
DNK,17,1544.0
DJI,17,23.0
DOM,17,239.0
ECU,17,756.0
EGY,17,4286.0
SLV,17,131.0
GNQ,17,21.0
ERI,17,87.0
EST,17,277.0
SWZ,17,12.0
ETH,17,2723.0
FJI,17,28.0
FIN,17,1009.0
FRA,17,13434.0
GUF,17,11.0
PYF,17,43.0
GAB,17,37.0
GEO,17,536.0
DEU,17,18301.0
GHA,17,404.0
GRC,17,2056.0
GUM,17,16.0
GTM,17,318.0
GIN,17,169.0
GNB,17,25.0
GUY,17,20.0
HTI,17,196.0
HND,17,311.0
HUN,17,1889.0
ISL,17,52.0
IND,17,23484.0
IDN,17,5842.0
IRN,17,2698.0
IRQ,17,1398.0
IRL,17,1125.0
ISR,17,2184.0
ITA,17,14882.0
JAM,17,93.0
JPN,17,24812.0
JOR,17,344.0
KAZ,17,1388.0
KEN,17,965.0
PRK,17,465.0
KOR,17,7073.0
KWT,17,685.0
KGZ,17,92.0
LAO,17,236.0
LVA,17,379.0
LBN,17,194.0
LSO,17,23.0
LBR,17,83.0
LBY,17,222.0
LTU,17,635.0
LUX,17,117.0
MDG,17,719.0
MWI,17,361.0
MYS,17,5202.0
MDV,17,18.0
MLI,17,199.0
MLT,17,94.0
MRT,17,44.0
MUS,17,138.0
MEX,17,3636.0
MNG,17,31.0
MNE,17,128.0
MAR,17,1065.0
MOZ,17,597.0
MMR,17,888.0
NAM,17,68.0
NPL,17,303.0
NZL,17,1239.0
NIC,17,206.0
NER,17,265.0
NGA,17,5032.0
MKD,17,72.0
NOR,17,1233.0
OMN,17,788.0
PAK,17,4646.0
PAN,17,96.0
PNG,17,292.0
PRY,17,197.0
PER,17,1587.0
PHL,17,2984.0
POL,17,6308.0
PRT,17,2275.0
QAT,17,345.0
MDA,17,117.0
ROU,17,2670.0
RUS,17,4251.0
RWA,17,259.0
LCA,17,7.0
WSM,17,6.0
STP,17,2.0
SAU,17,1248.0
SEN,17,168.0
SRB,17,351.0
SLE,17,87.0
SGP,17,1473.0
SVK,17,1166.0
SVN,17,399.0
SLB,17,15.0
SOM,17,294.0
ZAF,17,1534.0
SSD,17,165.0
ESP,17,8510.0
LKA,17,559.0
SDN,17,1056.0
SUR,17,17.0
SWE,17,2069.0
CHE,17,1931.0
SYR,17,891.0
TJK,17,62.0
TZA,17,758.0
THA,17,2570.0
NLD,17,3912.0
GMB,17,18.0
TLS,17,22.0
TGO,17,185.0
TTO,17,41.0
TUN,17,363.0
TUR,17,11149.0
TKM,17,79.0
UGA,17,1358.0
UKR,17,1390.0
ARE,17,1183.0
GBR,17,15245.0
URY,17,170.0
UZB,17,511.0
VUT,17,6.0
VEN,17,787.0
VNM,17,2937.0
YEM,17,731.0
ZMB,17,275.0
ZWE,17,499.0
USA,18,91720.0
AFG,18,448.0
ALB,18,63.0
DZA,18,1093.0
AGO,18,517.0
ARG,18,1756.0
ARM,18,69.0
AUS,18,7823.0
AUT,18,1491.0
AZE,18,245.0
BHS,18,55.0
BHR,18,270.0
BGD,18,2183.0
BRB,18,48.0
BLR,18,346.0
BEL,18,3350.0
BLZ,18,7.0
BEN,18,216.0
BTN,18,9.0
BOL,18,236.0
BIH,18,89.0
BWA,18,46.0
BRA,18,6626.0
BRN,18,91.0
BGR,18,941.0
BFA,18,245.0
BDI,18,185.0
CPV,18,14.0
KHM,18,441.0
CMR,18,571.0
CAN,18,9658.0
CAF,18,83.0
TCD,18,320.0
CHL,18,617.0
CHN,18,29207.0
COL,18,2132.0
COM,18,12.0
COD,18,1541.0
COG,18,200.0
CRI,18,190.0
CIV,18,481.0
HRV,18,688.0
CUB,18,371.0
CYP,18,308.0
CZE,18,2056.0
DNK,18,1632.0
DJI,18,24.0
DOM,18,246.0
ECU,18,678.0
EGY,18,3200.0
SLV,18,163.0
GNQ,18,28.0
ERI,18,88.0
EST,18,283.0
SWZ,18,14.0
ETH,18,2593.0
FJI,18,23.0
FIN,18,1289.0
FRA,18,15333.0
GUF,18,12.0
PYF,18,41.0
GAB,18,35.0
GEO,18,502.0
DEU,18,17601.0
GHA,18,626.0
GRC,18,1990.0
GUM,18,17.0
GTM,18,433.0
GIN,18,159.0
GNB,18,21.0
GUY,18,15.0
HTI,18,249.0
HND,18,312.0
HUN,18,1869.0
ISL,18,52.0
IND,18,21908.0
IDN,18,8101.0
IRN,18,2932.0
IRQ,18,1770.0
IRL,18,1150.0
ISR,18,2538.0
ITA,18,12831.0
JAM,18,96.0
JPN,18,26002.0
JOR,18,403.0
KAZ,18,1398.0
KEN,18,1305.0
PRK,18,472.0
KOR,18,6087.0
KWT,18,653.0
KGZ,18,111.0
LAO,18,212.0
LVA,18,349.0
LBN,18,323.0
LSO,18,18.0
LBR,18,62.0
LBY,18,210.0
LTU,18,589.0
LUX,18,113.0
MDG,18,614.0
MWI,18,412.0
MYS,18,4419.0
MDV,18,15.0
MLI,18,233.0
MLT,18,93.0
MRT,18,59.0
MUS,18,152.0
MEX,18,2724.0
MNG,18,39.0
MNE,18,135.0
MAR,18,1209.0
MOZ,18,738.0
MMR,18,771.0
NAM,18,50.0
NPL,18,267.0
NZL,18,1049.0
NIC,18,215.0
NER,18,276.0
NGA,18,3566.0
MKD,18,54.0
NOR,18,1337.0
OMN,18,730.0
PAK,18,3617.0
PAN,18,142.0
PNG,18,233.0
PRY,18,214.0
PER,18,950.0
PHL,18,2866.0
POL,18,5747.0
PRT,18,2320.0
QAT,18,372.0
MDA,18,82.0
ROU,18,3044.0
RUS,18,4525.0
RWA,18,268.0
LCA,18,8.0
WSM,18,5.0
STP,18,1.0
SAU,18,1365.0
SEN,18,209.0
SRB,18,412.0
SLE,18,85.0
SGP,18,1434.0
SVK,18,1132.0
SVN,18,462.0
SLB,18,11.0
SOM,18,419.0
ZAF,18,1735.0
SSD,18,186.0
ESP,18,9791.0
LKA,18,450.0
SDN,18,938.0
SUR,18,22.0
SWE,18,2185.0
CHE,18,1943.0
SYR,18,699.0
TJK,18,106.0
TZA,18,967.0
THA,18,1999.0
NLD,18,4849.0
GMB,18,17.0
TLS,18,22.0
TGO,18,148.0
TTO,18,37.0
TUN,18,411.0
TUR,18,13437.0
TKM,18,93.0
UGA,18,1089.0
UKR,18,1434.0
ARE,18,1116.0
GBR,18,19973.0
URY,18,172.0
UZB,18,596.0
VUT,18,6.0
VEN,18,992.0
VNM,18,2497.0
YEM,18,799.0
ZMB,18,227.0
ZWE,18,466.0
USA,19,81124.0
AFG,19,772.0
ALB,19,64.0
DZA,19,786.0
AGO,19,563.0
ARG,19,1838.0
ARM,19,75.0
AUS,19,6865.0
AUT,19,1547.0
AZE,19,236.0
BHS,19,50.0
BHR,19,236.0
BGD,19,1128.0
BRB,19,49.0
BLR,19,375.0
BEL,19,3148.0
BLZ,19,7.0
BEN,19,219.0
BTN,19,9.0
BOL,19,231.0
BIH,19,102.0
BWA,19,43.0
BRA,19,4953.0
BRN,19,89.0
BGR,19,945.0
BFA,19,321.0
BDI,19,222.0
CPV,19,15.0
KHM,19,380.0
CMR,19,716.0
CAN,19,7980.0
CAF,19,82.0
TCD,19,282.0
CHL,19,821.0
CHN,19,32136.0
COL,19,1751.0
COM,19,12.0
COD,19,906.0
COG,19,202.0
CRI,19,191.0
CIV,19,381.0
HRV,19,709.0
CUB,19,379.0
CYP,19,246.0
CZE,19,2082.0
DNK,19,1495.0
DJI,19,18.0
DOM,19,278.0
ECU,19,860.0
EGY,19,4766.0
SLV,19,142.0
GNQ,19,25.0
ERI,19,87.0
EST,19,312.0
SWZ,19,17.0
ETH,19,3427.0
FJI,19,26.0
FIN,19,1296.0
FRA,19,14829.0
GUF,19,13.0
PYF,19,43.0
GAB,19,27.0
GEO,19,484.0
DEU,19,17466.0
GHA,19,561.0
GRC,19,2079.0
GUM,19,14.0
GTM,19,325.0
GIN,19,161.0
GNB,19,19.0
GUY,19,17.0
HTI,19,183.0
HND,19,331.0
HUN,19,1792.0
ISL,19,62.0
IND,19,25324.0
IDN,19,5840.0
IRN,19,2447.0
IRQ,19,1996.0
IRL,19,1173.0
ISR,19,2087.0
ITA,19,14755.0
JAM,19,104.0
JPN,19,23782.0
JOR,19,486.0
KAZ,19,1163.0
KEN,19,1667.0
PRK,19,394.0
KOR,19,6594.0
KWT,19,782.0
KGZ,19,72.0
LAO,19,211.0
LVA,19,304.0
LBN,19,296.0
LSO,19,10.0
LBR,19,66.0
LBY,19,199.0
LTU,19,594.0
LUX,19,126.0
MDG,19,849.0
MWI,19,428.0
MYS,19,4714.0
MDV,19,16.0
MLI,19,197.0
MLT,19,85.0
MRT,19,51.0
MUS,19,152.0
MEX,19,4612.0
MNG,19,24.0
MNE,19,136.0
MAR,19,1515.0
MOZ,19,675.0
MMR,19,1006.0
NAM,19,60.0
NPL,19,356.0
NZL,19,1100.0
NIC,19,226.0
NER,19,243.0
NGA,19,4684.0
MKD,19,61.0
NOR,19,1059.0
OMN,19,872.0
PAK,19,5355.0
PAN,19,142.0
PNG,19,258.0
PRY,19,199.0
PER,19,1274.0
PHL,19,2749.0
POL,19,5217.0
PRT,19,2185.0
QAT,19,370.0
MDA,19,123.0
ROU,19,2994.0
RUS,19,3761.0
RWA,19,227.0
LCA,19,6.0
WSM,19,6.0
STP,19,2.0
SAU,19,985.0
SEN,19,221.0
SRB,19,389.0
SLE,19,64.0
SGP,19,1287.0
SVK,19,1010.0
SVN,19,537.0
SLB,19,12.0
SOM,19,439.0
ZAF,19,1755.0
SSD,19,167.0
ESP,19,9323.0
LKA,19,507.0
SDN,19,1085.0
SUR,19,20.0
SWE,19,1966.0
CHE,19,1829.0
SYR,19,743.0
TJK,19,79.0
TZA,19,852.0
THA,19,2026.0
NLD,19,4342.0
GMB,19,19.0
TLS,19,22.0
TGO,19,153.0
TTO,19,47.0
TUN,19,313.0
TUR,19,14150.0
TKM,19,74.0
UGA,19,885.0
UKR,19,1172.0
ARE,19,1196.0
GBR,19,17625.0
URY,19,134.0
UZB,19,581.0
VUT,19,5.0
VEN,19,770.0
VNM,19,2328.0
YEM,19,785.0
ZMB,19,235.0
ZWE,19,433.0
USA,20,96068.0
AFG,20,598.0
ALB,20,65.0
DZA,20,1019.0
AGO,20,574.0
ARG,20,1558.0
ARM,20,72.0
AUS,20,7703.0
AUT,20,1363.0
AZE,20,251.0
BHS,20,48.0
BHR,20,235.0
BGD,20,1676.0
BRB,20,48.0
BLR,20,298.0
BEL,20,3315.0
BLZ,20,4.0
BEN,20,149.0
BTN,20,7.0
BOL,20,203.0
BIH,20,92.0
BWA,20,39.0
BRA,20,5966.0
BRN,20,79.0
BGR,20,910.0
BFA,20,293.0
BDI,20,245.0
CPV,20,20.0
KHM,20,284.0
CMR,20,436.0
CAN,20,8731.0
CAF,20,79.0
TCD,20,219.0
CHL,20,480.0
CHN,20,28032.0
COL,20,1632.0
COM,20,10.0
COD,20,1075.0
COG,20,215.0
CRI,20,167.0
CIV,20,503.0
HRV,20,573.0
CUB,20,412.0
CYP,20,291.0
CZE,20,2149.0
DNK,20,1319.0
DJI,20,20.0
DOM,20,283.0
ECU,20,770.0
EGY,20,3248.0
SLV,20,178.0
GNQ,20,24.0
ERI,20,76.0
EST,20,261.0
SWZ,20,12.0
ETH,20,3879.0
FJI,20,31.0
FIN,20,1208.0
FRA,20,15809.0
GUF,20,9.0
PYF,20,45.0
GAB,20,39.0
GEO,20,481.0
DEU,20,14718.0
GHA,20,660.0
GRC,20,2159.0
GUM,20,16.0
GTM,20,348.0
GIN,20,174.0
GNB,20,20.0
GUY,20,20.0
HTI,20,198.0
HND,20,369.0
HUN,20,1688.0
ISL,20,64.0
IND,20,21349.0
IDN,20,6782.0
IRN,20,2982.0
IRQ,20,1527.0
IRL,20,1071.0
ISR,20,1962.0
ITA,20,12840.0
JAM,20,92.0
JPN,20,24106.0
JOR,20,453.0
KAZ,20,1342.0
KEN,20,985.0
PRK,20,489.0
KOR,20,7080.0
KWT,20,676.0
KGZ,20,95.0
LAO,20,181.0
LVA,20,337.0
LBN,20,299.0
LSO,20,16.0
LBR,20,86.0
LBY,20,247.0
LTU,20,568.0
LUX,20,116.0
MDG,20,542.0
MWI,20,390.0
MYS,20,4695.0
MDV,20,16.0
MLI,20,224.0
MLT,20,85.0
MRT,20,54.0
MUS,20,144.0
MEX,20,3434.0
MNG,20,32.0
MNE,20,130.0
MAR,20,997.0
MOZ,20,603.0
MMR,20,1061.0
NAM,20,59.0
NPL,20,313.0
NZL,20,1053.0
NIC,20,163.0
NER,20,309.0
NGA,20,4149.0
MKD,20,55.0
NOR,20,1371.0
OMN,20,702.0
PAK,20,5325.0
PAN,20,132.0
PNG,20,235.0
PRY,20,223.0
PER,20,1197.0
PHL,20,2779.0
POL,20,4970.0
PRT,20,1900.0
QAT,20,349.0
MDA,20,129.0
ROU,20,2813.0
RUS,20,5146.0
RWA,20,255.0
LCA,20,7.0
WSM,20,7.0
STP,20,2.0
SAU,20,937.0
SEN,20,170.0
SRB,20,409.0
SLE,20,64.0
SGP,20,1436.0
SVK,20,1038.0
SVN,20,532.0
SLB,20,12.0
SOM,20,440.0
ZAF,20,1579.0
SSD,20,165.0
ESP,20,10324.0
LKA,20,412.0
SDN,20,1078.0
SUR,20,18.0
SWE,20,1824.0
CHE,20,1557.0
SYR,20,856.0
TJK,20,104.0
TZA,20,644.0
THA,20,1760.0
NLD,20,4249.0
GMB,20,15.0
TLS,20,27.0
TGO,20,171.0
TTO,20,49.0
TUN,20,291.0
TUR,20,13944.0
TKM,20,83.0
UGA,20,1437.0
UKR,20,1359.0
ARE,20,1316.0
GBR,20,16253.0
URY,20,175.0
UZB,20,576.0
VUT,20,5.0
VEN,20,910.0
VNM,20,2698.0
YEM,20,771.0
ZMB,20,304.0
ZWE,20,560.0
USA,21,91588.0
AFG,21,564.0
ALB,21,74.0
DZA,21,1124.0
AGO,21,526.0
ARG,21,1534.0
ARM,21,81.0
AUS,21,6686.0
AUT,21,1678.0
AZE,21,206.0
BHS,21,55.0
BHR,21,260.0
BGD,21,2235.0
BRB,21,49.0
BLR,21,348.0
BEL,21,3773.0
BLZ,21,7.0
BEN,21,273.0
BTN,21,6.0
BOL,21,192.0
BIH,21,115.0
BWA,21,45.0
BRA,21,4531.0
BRN,21,83.0
BGR,21,866.0
BFA,21,276.0
BDI,21,211.0
CPV,21,16.0
KHM,21,379.0
CMR,21,486.0
CAN,21,9843.0
CAF,21,63.0
TCD,21,340.0
CHL,21,555.0
CHN,21,29835.0
COL,21,1629.0
COM,21,12.0
COD,21,1330.0
COG,21,235.0
CRI,21,210.0
CIV,21,396.0
HRV,21,686.0
CUB,21,405.0
CYP,21,248.0
CZE,21,1764.0
DNK,21,1518.0
DJI,21,18.0
DOM,21,229.0
ECU,21,572.0
EGY,21,4368.0
SLV,21,202.0
GNQ,21,28.0
ERI,21,91.0
EST,21,290.0
SWZ,21,11.0
ETH,21,3409.0
FJI,21,32.0
FIN,21,1245.0
FRA,21,15618.0
GUF,21,11.0
PYF,21,42.0
GAB,21,30.0
GEO,21,559.0
DEU,21,18073.0
GHA,21,608.0
GRC,21,2008.0
GUM,21,14.0
GTM,21,317.0
GIN,21,165.0
GNB,21,20.0
GUY,21,16.0
HTI,21,199.0
HND,21,409.0
HUN,21,1864.0
ISL,21,55.0
IND,21,30252.0
IDN,21,6722.0
IRN,21,2602.0
IRQ,21,1572.0
IRL,21,1246.0
ISR,21,2532.0
ITA,21,16875.0
JAM,21,76.0
JPN,21,25139.0
JOR,21,441.0
KAZ,21,1400.0
KEN,21,1220.0
PRK,21,482.0
KOR,21,6853.0
KWT,21,700.0
KGZ,21,79.0
LAO,21,189.0
LVA,21,290.0
LBN,21,348.0
LSO,21,19.0
LBR,21,85.0
LBY,21,218.0
LTU,21,602.0
LUX,21,112.0
MDG,21,733.0
MWI,21,345.0
MYS,21,4484.0
MDV,21,13.0
MLI,21,242.0
MLT,21,87.0
MRT,21,52.0
MUS,21,126.0
MEX,21,4586.0
MNG,21,40.0
MNE,21,134.0
MAR,21,964.0
MOZ,21,596.0
MMR,21,779.0
NAM,21,64.0
NPL,21,389.0
NZL,21,957.0
NIC,21,161.0
NER,21,283.0
NGA,21,4687.0
MKD,21,65.0
NOR,21,1128.0
OMN,21,757.0
PAK,21,5718.0
PAN,21,139.0
PNG,21,280.0
PRY,21,191.0
PER,21,967.0
PHL,21,2580.0
POL,21,6561.0
PRT,21,1933.0
QAT,21,324.0
MDA,21,119.0
ROU,21,2940.0
RUS,21,5156.0
RWA,21,253.0
LCA,21,7.0
WSM,21,6.0
STP,21,1.0
SAU,21,1195.0
SEN,21,161.0
SRB,21,423.0
SLE,21,73.0
SGP,21,1261.0
SVK,21,1007.0
SVN,21,451.0
SLB,21,13.0
SOM,21,410.0
ZAF,21,1498.0
SSD,21,172.0
ESP,21,8709.0
LKA,21,458.0
SDN,21,990.0
SUR,21,16.0
SWE,21,1874.0
CHE,21,1876.0
SYR,21,650.0
TJK,21,109.0
TZA,21,794.0
THA,21,1685.0
NLD,21,4234.0
GMB,21,15.0
TLS,21,25.0
TGO,21,120.0
TTO,21,43.0
TUN,21,421.0
TUR,21,15542.0
TKM,21,78.0
UGA,21,1258.0
UKR,21,1599.0
ARE,21,1203.0
GBR,21,20975.0
URY,21,175.0
UZB,21,544.0
VUT,21,6.0
VEN,21,1086.0
VNM,21,2646.0
YEM,21,869.0
ZMB,21,205.0
ZWE,21,462.0
USA,22,96585.0
AFG,22,561.0
ALB,22,43.0
DZA,22,1197.0
AGO,22,376.0
ARG,22,1619.0
ARM,22,69.0
AUS,22,6478.0
AUT,22,1519.0
AZE,22,286.0
BHS,22,45.0
BHR,22,205.0
BGD,22,2389.0
BRB,22,44.0
BLR,22,319.0
BEL,22,3427.0
BLZ,22,5.0
BEN,22,190.0
BTN,22,8.0
BOL,22,258.0
BIH,22,110.0
BWA,22,37.0
BRA,22,5938.0
BRN,22,86.0
BGR,22,1087.0
BFA,22,270.0
BDI,22,194.0
CPV,22,16.0
KHM,22,358.0
CMR,22,547.0
CAN,22,9265.0
CAF,22,84.0
TCD,22,390.0
CHL,22,528.0
CHN,22,41674.0
COL,22,1772.0
COM,22,10.0
COD,22,1045.0
COG,22,229.0
CRI,22,194.0
CIV,22,481.0
HRV,22,702.0
CUB,22,403.0
CYP,22,268.0
CZE,22,1832.0
DNK,22,1328.0
DJI,22,23.0
DOM,22,253.0
ECU,22,679.0
EGY,22,4387.0
SLV,22,203.0
GNQ,22,21.0
ERI,22,98.0
EST,22,255.0
SWZ,22,10.0
ETH,22,3176.0
FJI,22,22.0
FIN,22,1210.0
FRA,22,14824.0
GUF,22,9.0
PYF,22,38.0
GAB,22,36.0
GEO,22,476.0
DEU,22,19165.0
GHA,22,501.0
GRC,22,1673.0
GUM,22,15.0
GTM,22,328.0
GIN,22,184.0
GNB,22,21.0
GUY,22,14.0
HTI,22,219.0
HND,22,414.0
HUN,22,2091.0
ISL,22,66.0
IND,22,26064.0
IDN,22,8610.0
IRN,22,2475.0
IRQ,22,1761.0
IRL,22,1358.0
ISR,22,2447.0
ITA,22,14854.0
JAM,22,90.0
JPN,22,21877.0
JOR,22,469.0
KAZ,22,1263.0
KEN,22,1340.0
PRK,22,492.0
KOR,22,6245.0
KWT,22,681.0
KGZ,22,107.0
LAO,22,193.0
LVA,22,307.0
LBN,22,289.0
LSO,22,17.0
LBR,22,50.0
LBY,22,227.0
LTU,22,574.0
LUX,22,122.0
MDG,22,654.0
MWI,22,482.0
MYS,22,5329.0
MDV,22,17.0
MLI,22,263.0
MLT,22,73.0
MRT,22,57.0
MUS,22,158.0
MEX,22,3009.0
MNG,22,36.0
MNE,22,136.0
MAR,22,1232.0
MOZ,22,676.0
MMR,22,979.0
NAM,22,60.0
NPL,22,259.0
NZL,22,1041.0
NIC,22,128.0
NER,22,278.0
NGA,22,4374.0
MKD,22,63.0
NOR,22,1121.0
OMN,22,757.0
PAK,22,3951.0
PAN,22,111.0
PNG,22,241.0
PRY,22,198.0
PER,22,1328.0
PHL,22,3331.0
POL,22,5874.0
PRT,22,2012.0
QAT,22,379.0
