ISO,quality,scenario,xi_qp
AGO,3.0,13,1
EGY,1.0,13,1
EGY,2.0,13,1
EGY,3.0,13,1
GHA,1.0,13,0
GHA,2.0,13,1
GHA,3.0,13,1
KEN,1.0,13,1
KEN,2.0,13,1
KEN,3.0,13,1
MDG,1.0,13,1
MDG,2.0,13,1
MDG,3.0,13,1
MRT,1.0,13,1
MRT,2.0,13,1
MRT,3.0,13,1
MAR,1.0,13,0
MAR,2.0,13,1
MAR,3.0,13,1
NGA,1.0,13,1
NGA,2.0,13,1
NGA,3.0,13,1
ZAF,1.0,13,1
ZAF,2.0,13,0
ZAF,3.0,13,1
SDN,1.0,13,1
SDN,2.0,13,1
SDN,3.0,13,1
TUN,1.0,13,1
TUN,2.0,13,1
TUN,3.0,13,1
ZWE,1.0,13,1
ZWE,2.0,13,1
ZWE,3.0,13,1
CHN,1.0,13,1
CHN,2.0,13,1
CHN,3.0,13,1
IND,1.0,13,1
IND,2.0,13,1
IND,3.0,13,1
IDN,1.0,13,1
IDN,2.0,13,1
IDN,3.0,13,1
JPN,1.0,13,1
JPN,2.0,13,1
JPN,3.0,13,1
KOR,1.0,13,1
KOR,2.0,13,1
KOR,3.0,13,1
MYS,1.0,13,1
MYS,2.0,13,1
MYS,3.0,13,1
MMR,1.0,13,1
MMR,2.0,13,1
MMR,3.0,13,1
PAK,1.0,13,1
PAK,2.0,13,1
PAK,3.0,13,1
PHL,1.0,13,1
PHL,2.0,13,1
PHL,3.0,13,1
LKA,1.0,13,1
LKA,2.0,13,1
LKA,3.0,13,1
THA,1.0,13,1
THA,2.0,13,1
THA,3.0,13,1
VNM,1.0,13,1
VNM,2.0,13,1
VNM,3.0,13,1
AUT,1.0,13,1
AUT,2.0,13,1
AUT,3.0,13,1
BEL,1.0,13,1
BEL,2.0,13,1
BEL,3.0,13,1
FRA,1.0,13,1
FRA,2.0,13,1
FRA,3.0,13,1
DEU,1.0,13,1
DEU,2.0,13,1
DEU,3.0,13,1
GRC,1.0,13,1
GRC,2.0,13,1
GRC,3.0,13,1
IRL,1.0,13,1
IRL,2.0,13,1
IRL,3.0,13,1
ITA,1.0,13,1
ITA,2.0,13,1
ITA,3.0,13,1
PRT,1.0,13,1
PRT,2.0,13,1
PRT,3.0,13,1
RUS,1.0,13,1
RUS,2.0,13,1
RUS,3.0,13,1
ESP,1.0,13,1
ESP,2.0,13,1
ESP,3.0,13,1
CHE,1.0,13,1
CHE,2.0,13,1
CHE,3.0,13,1
NLD,1.0,13,1
NLD,2.0,13,1
NLD,3.0,13,1
GBR,1.0,13,0
GBR,2.0,13,1
GBR,3.0,13,1
USA,1.0,13,1
USA,2.0,13,1
USA,3.0,13,1
CAN,1.0,13,1
CAN,2.0,13,1
CAN,3.0,13,1
CRI,1.0,13,1
CRI,2.0,13,1
CRI,3.0,13,1
DOM,1.0,13,1
DOM,2.0,13,1
DOM,3.0,13,1
SLV,1.0,13,1
SLV,2.0,13,1
SLV,3.0,13,1
GTM,1.0,13,1
GTM,2.0,13,1
GTM,3.0,13,1
HND,1.0,13,0
HND,2.0,13,1
HND,3.0,13,1
MEX,1.0,13,1
MEX,2.0,13,1
MEX,3.0,13,1
NIC,1.0,13,1
NIC,2.0,13,1
NIC,3.0,13,1
PAN,1.0,13,1
PAN,2.0,13,1
PAN,3.0,13,1
AUS,1.0,13,1
AUS,2.0,13,1
AUS,3.0,13,1
NZL,1.0,13,1
NZL,2.0,13,1
NZL,3.0,13,1
PNG,1.0,13,1
PNG,2.0,13,1
PNG,3.0,13,1
ARG,1.0,13,1
ARG,2.0,13,1
ARG,3.0,13,1
BOL,1.0,13,1
BOL,2.0,13,1
BOL,3.0,13,1
BRA,1.0,13,1
BRA,2.0,13,1
BRA,3.0,13,1
CHL,1.0,13,1
CHL,2.0,13,1
CHL,3.0,13,1
COL,1.0,13,1
COL,2.0,13,0
COL,3.0,13,1
ECU,1.0,13,1
ECU,2.0,13,1
ECU,3.0,13,1
PRY,1.0,13,1
PRY,2.0,13,1
PRY,3.0,13,1
PER,1.0,13,1
PER,2.0,13,1
PER,3.0,13,1
URY,1.0,13,1
URY,2.0,13,1
URY,3.0,13,1
DZA,1.0,14,1
DZA,2.0,14,1
DZA,3.0,14,1
AGO,1.0,14,1
AGO,2.0,14,1
AGO,3.0,14,1
EGY,1.0,14,1
EGY,2.0,14,1
EGY,3.0,14,1
GHA,1.0,14,0
GHA,2.0,14,1
GHA,3.0,14,1
KEN,1.0,14,1
KEN,2.0,14,1
KEN,3.0,14,1
MDG,1.0,14,1
MDG,2.0,14,1
MDG,3.0,14,1
MRT,1.0,14,1
MRT,2.0,14,1
MRT,3.0,14,1
MAR,1.0,14,1
MAR,2.0,14,1
MAR,3.0,14,1
NGA,1.0,14,1
NGA,2.0,14,1
NGA,3.0,14,1
ZAF,1.0,14,1
ZAF,2.0,14,1
ZAF,3.0,14,1
SDN,1.0,14,1
SDN,2.0,14,1
SDN,3.0,14,1
TUN,1.0,14,1
TUN,2.0,14,1
TUN,3.0,14,1
ZWE,1.0,14,1
ZWE,2.0,14,1
ZWE,3.0,14,1
CHN,1.0,14,1
CHN,2.0,14,1
CHN,3.0,14,1
IND,1.0,14,1
IND,2.0,14,1
IND,3.0,14,1
IDN,1.0,14,1
IDN,2.0,14,1
IDN,3.0,14,1
JPN,1.0,14,1
JPN,2.0,14,1
JPN,3.0,14,1
KOR,1.0,14,1
KOR,2.0,14,1
KOR,3.0,14,1
MYS,1.0,14,1
MYS,2.0,14,1
MYS,3.0,14,1
MMR,1.0,14,0
MMR,2.0,14,1
MMR,3.0,14,1
PAK,1.0,14,1
PAK,2.0,14,1
PAK,3.0,14,1
PHL,1.0,14,1
PHL,2.0,14,1
PHL,3.0,14,1
LKA,1.0,14,1
LKA,2.0,14,1
LKA,3.0,14,1
THA,1.0,14,1
THA,2.0,14,1
THA,3.0,14,1
VNM,1.0,14,1
VNM,2.0,14,1
VNM,3.0,14,1
AUT,1.0,14,1
AUT,2.0,14,1
AUT,3.0,14,1
BEL,1.0,14,1
BEL,2.0,14,1
BEL,3.0,14,1
FRA,1.0,14,1
FRA,2.0,14,1
FRA,3.0,14,1
DEU,1.0,14,1
DEU,2.0,14,1
DEU,3.0,14,1
GRC,1.0,14,1
GRC,2.0,14,0
GRC,3.0,14,1
IRL,1.0,14,1
IRL,2.0,14,1
IRL,3.0,14,1
ITA,1.0,14,1
ITA,2.0,14,1
ITA,3.0,14,1
PRT,1.0,14,0
PRT,2.0,14,1
PRT,3.0,14,1
RUS,1.0,14,1
RUS,2.0,14,1
RUS,3.0,14,1
ESP,1.0,14,1
ESP,2.0,14,1
ESP,3.0,14,1
CHE,1.0,14,1
CHE,2.0,14,1
CHE,3.0,14,1
NLD,1.0,14,1
NLD,2.0,14,1
NLD,3.0,14,1
GBR,1.0,14,1
GBR,2.0,14,1
GBR,3.0,14,1
USA,1.0,14,1
USA,2.0,14,1
USA,3.0,14,1
CAN,1.0,14,0
CAN,2.0,14,1
CAN,3.0,14,1
CRI,1.0,14,1
CRI,2.0,14,1
CRI,3.0,14,1
DOM,1.0,14,1
DOM,2.0,14,1
DOM,3.0,14,1
SLV,1.0,14,1
SLV,2.0,14,1
SLV,3.0,14,1
GTM,1.0,14,1
GTM,2.0,14,1
GTM,3.0,14,1
HND,1.0,14,1
HND,2.0,14,1
HND,3.0,14,1
MEX,1.0,14,0
MEX,2.0,14,1
MEX,3.0,14,1
NIC,1.0,14,1
NIC,2.0,14,1
NIC,3.0,14,1
PAN,1.0,14,1
PAN,2.0,14,1
PAN,3.0,14,1
AUS,1.0,14,1
AUS,2.0,14,1
AUS,3.0,14,1
NZL,1.0,14,1
NZL,2.0,14,1
NZL,3.0,14,1
PNG,1.0,14,1
PNG,2.0,14,1
PNG,3.0,14,1
ARG,1.0,14,1
ARG,2.0,14,1
ARG,3.0,14,1
BOL,1.0,14,1
BOL,2.0,14,1
BOL,3.0,14,1
BRA,1.0,14,1
BRA,2.0,14,1
BRA,3.0,14,1
CHL,1.0,14,1
CHL,2.0,14,1
CHL,3.0,14,1
COL,1.0,14,1
COL,2.0,14,1
COL,3.0,14,1
ECU,1.0,14,1
ECU,2.0,14,1
ECU,3.0,14,1
PRY,1.0,14,1
PRY,2.0,14,1
PRY,3.0,14,1
PER,1.0,14,1
PER,2.0,14,1
PER,3.0,14,1
URY,1.0,14,1
URY,2.0,14,1
URY,3.0,14,1
DZA,1.0,15,1
DZA,2.0,15,1
DZA,3.0,15,1
AGO,1.0,15,1
AGO,2.0,15,1
AGO,3.0,15,1
EGY,1.0,15,1
EGY,2.0,15,1
EGY,3.0,15,1
GHA,1.0,15,1
GHA,2.0,15,1
GHA,3.0,15,1
KEN,1.0,15,1
KEN,2.0,15,1
KEN,3.0,15,1
MDG,1.0,15,1
MDG,2.0,15,1
MDG,3.0,15,1
MRT,1.0,15,1
MRT,2.0,15,1
MRT,3.0,15,1
MAR,1.0,15,1
MAR,2.0,15,1
MAR,3.0,15,1
NGA,1.0,15,1
NGA,2.0,15,1
NGA,3.0,15,1
ZAF,1.0,15,0
ZAF,2.0,15,1
ZAF,3.0,15,1
SDN,1.0,15,1
SDN,2.0,15,1
SDN,3.0,15,1
TUN,1.0,15,1
TUN,2.0,15,1
TUN,3.0,15,1
ZWE,1.0,15,1
ZWE,2.0,15,1
ZWE,3.0,15,1
CHN,1.0,15,1
CHN,2.0,15,1
CHN,3.0,15,1
IND,1.0,15,1
IND,2.0,15,1
IND,3.0,15,1
IDN,1.0,15,1
IDN,2.0,15,1
IDN,3.0,15,1
JPN,1.0,15,1
JPN,2.0,15,1
JPN,3.0,15,1
KOR,1.0,15,0
KOR,2.0,15,1
KOR,3.0,15,1
MYS,1.0,15,1
MYS,2.0,15,1
MYS,3.0,15,1
MMR,1.0,15,1
MMR,2.0,15,1
MMR,3.0,15,1
PAK,1.0,15,1
PAK,2.0,15,1
PAK,3.0,15,1
PHL,1.0,15,1
PHL,2.0,15,1
PHL,3.0,15,1
LKA,1.0,15,1
LKA,2.0,15,1
LKA,3.0,15,1
THA,1.0,15,1
THA,2.0,15,1
THA,3.0,15,1
VNM,1.0,15,1
VNM,2.0,15,1
VNM,3.0,15,1
AUT,1.0,15,1
AUT,2.0,15,1
AUT,3.0,15,1
BEL,1.0,15,1
BEL,2.0,15,1
BEL,3.0,15,1
FRA,1.0,15,1
FRA,2.0,15,1
FRA,3.0,15,1
DEU,1.0,15,1
DEU,2.0,15,1
DEU,3.0,15,1
GRC,1.0,15,1
GRC,2.0,15,1
GRC,3.0,15,1
IRL,1.0,15,1
IRL,2.0,15,1
IRL,3.0,15,1
ITA,1.0,15,1
ITA,2.0,15,1
ITA,3.0,15,1
PRT,1.0,15,1
PRT,2.0,15,1
PRT,3.0,15,1
RUS,1.0,15,1
RUS,2.0,15,1
RUS,3.0,15,1
ESP,1.0,15,1
ESP,2.0,15,1
ESP,3.0,15,1
CHE,1.0,15,1
CHE,2.0,15,1
CHE,3.0,15,1
NLD,1.0,15,1
NLD,2.0,15,1
NLD,3.0,15,1
GBR,1.0,15,0
GBR,2.0,15,0
GBR,3.0,15,1
USA,1.0,15,1
USA,2.0,15,1
USA,3.0,15,1
CAN,1.0,15,1
CAN,2.0,15,1
CAN,3.0,15,1
CRI,1.0,15,1
CRI,2.0,15,1
CRI,3.0,15,1
DOM,1.0,15,1
DOM,2.0,15,1
DOM,3.0,15,1
SLV,1.0,15,1
SLV,2.0,15,1
SLV,3.0,15,1
GTM,1.0,15,1
GTM,2.0,15,1
GTM,3.0,15,1
HND,1.0,15,1
HND,2.0,15,1
HND,3.0,15,1
MEX,1.0,15,1
MEX,2.0,15,1
MEX,3.0,15,1
NIC,1.0,15,1
NIC,2.0,15,1
NIC,3.0,15,1
PAN,1.0,15,1
PAN,2.0,15,1
PAN,3.0,15,1
AUS,1.0,15,1
AUS,2.0,15,1
AUS,3.0,15,1
NZL,1.0,15,0
NZL,2.0,15,1
NZL,3.0,15,1
PNG,1.0,15,1
PNG,2.0,15,1
PNG,3.0,15,1
ARG,1.0,15,1
ARG,2.0,15,1
ARG,3.0,15,1
BOL,1.0,15,1
BOL,2.0,15,1
BOL,3.0,15,1
BRA,1.0,15,1
BRA,2.0,15,1
BRA,3.0,15,1
CHL,1.0,15,1
CHL,2.0,15,1
CHL,3.0,15,1
COL,1.0,15,1
COL,2.0,15,1
COL,3.0,15,1
ECU,1.0,15,1
ECU,2.0,15,1
ECU,3.0,15,1
PRY,1.0,15,1
PRY,2.0,15,1
PRY,3.0,15,1
PER,1.0,15,1
PER,2.0,15,1
PER,3.0,15,1
URY,1.0,15,1
URY,2.0,15,1
URY,3.0,15,1
DZA,1.0,16,1
DZA,2.0,16,1
DZA,3.0,16,1
AGO,1.0,16,1
AGO,2.0,16,1
AGO,3.0,16,1
EGY,1.0,16,0
EGY,2.0,16,1
EGY,3.0,16,1
GHA,1.0,16,1
GHA,2.0,16,1
GHA,3.0,16,1
KEN,1.0,16,1
KEN,2.0,16,1
KEN,3.0,16,1
MDG,1.0,16,1
MDG,2.0,16,1
MDG,3.0,16,1
MRT,1.0,16,1
MRT,2.0,16,1
MRT,3.0,16,1
MAR,1.0,16,1
MAR,2.0,16,1
MAR,3.0,16,1
NGA,1.0,16,1
NGA,2.0,16,1
NGA,3.0,16,1
ZAF,1.0,16,1
ZAF,2.0,16,1
ZAF,3.0,16,1
SDN,1.0,16,1
SDN,2.0,16,1
SDN,3.0,16,1
TUN,1.0,16,1
TUN,2.0,16,1
TUN,3.0,16,1
ZWE,1.0,16,1
ZWE,2.0,16,1
ZWE,3.0,16,1
CHN,1.0,16,1
CHN,2.0,16,1
CHN,3.0,16,1
IND,1.0,16,1
IND,2.0,16,1
IND,3.0,16,1
IDN,1.0,16,1
IDN,2.0,16,1
IDN,3.0,16,1
JPN,1.0,16,1
JPN,2.0,16,1
JPN,3.0,16,1
KOR,1.0,16,1
KOR,2.0,16,1
KOR,3.0,16,1
MYS,1.0,16,1
MYS,2.0,16,1
MYS,3.0,16,1
MMR,1.0,16,1
MMR,2.0,16,0
MMR,3.0,16,1
PAK,1.0,16,1
PAK,2.0,16,1
PAK,3.0,16,1
PHL,1.0,16,1
PHL,2.0,16,1
PHL,3.0,16,1
LKA,1.0,16,1
LKA,2.0,16,1
LKA,3.0,16,1
THA,1.0,16,1
THA,2.0,16,1
THA,3.0,16,1
VNM,1.0,16,1
VNM,2.0,16,1
VNM,3.0,16,1
AUT,1.0,16,1
AUT,2.0,16,1
AUT,3.0,16,1
BEL,1.0,16,1
BEL,2.0,16,1
BEL,3.0,16,1
FRA,1.0,16,1
FRA,2.0,16,1
FRA,3.0,16,1
DEU,1.0,16,1
DEU,2.0,16,1
DEU,3.0,16,1
GRC,1.0,16,1
GRC,2.0,16,1
GRC,3.0,16,1
IRL,1.0,16,1
IRL,2.0,16,1
IRL,3.0,16,1
ITA,1.0,16,1
ITA,2.0,16,1
ITA,3.0,16,1
PRT,1.0,16,1
PRT,2.0,16,1
PRT,3.0,16,1
RUS,1.0,16,1
RUS,2.0,16,1
RUS,3.0,16,1
ESP,1.0,16,1
ESP,2.0,16,1
ESP,3.0,16,1
CHE,1.0,16,1
CHE,2.0,16,1
CHE,3.0,16,1
NLD,1.0,16,1
NLD,2.0,16,1
NLD,3.0,16,1
GBR,1.0,16,1
GBR,2.0,16,1
GBR,3.0,16,1
USA,1.0,16,1
USA,2.0,16,1
USA,3.0,16,1
CAN,1.0,16,1
CAN,2.0,16,1
CAN,3.0,16,1
CRI,1.0,16,1
CRI,2.0,16,1
CRI,3.0,16,1
DOM,1.0,16,1
DOM,2.0,16,1
DOM,3.0,16,1
SLV,1.0,16,1
SLV,2.0,16,1
SLV,3.0,16,1
GTM,1.0,16,1
GTM,2.0,16,1
GTM,3.0,16,1
HND,1.0,16,0
HND,2.0,16,1
HND,3.0,16,1
MEX,1.0,16,1
MEX,2.0,16,1
MEX,3.0,16,1
NIC,1.0,16,1
NIC,2.0,16,1
NIC,3.0,16,1
PAN,1.0,16,1
PAN,2.0,16,1
PAN,3.0,16,1
AUS,1.0,16,1
AUS,2.0,16,1
AUS,3.0,16,1
NZL,1.0,16,1
NZL,2.0,16,1
NZL,3.0,16,1
PNG,1.0,16,1
PNG,2.0,16,1
PNG,3.0,16,1
ARG,1.0,16,1
ARG,2.0,16,1
ARG,3.0,16,1
BOL,1.0,16,1
BOL,2.0,16,1
BOL,3.0,16,1
BRA,1.0,16,1
BRA,2.0,16,1
BRA,3.0,16,1
CHL,1.0,16,1
CHL,2.0,16,1
CHL,3.0,16,1
COL,1.0,16,1
COL,2.0,16,1
COL,3.0,16,1
ECU,1.0,16,1
ECU,2.0,16,1
ECU,3.0,16,1
PRY,1.0,16,0
PRY,2.0,16,1
PRY,3.0,16,1
PER,1.0,16,0
PER,2.0,16,1
PER,3.0,16,1
URY,1.0,16,1
URY,2.0,16,0
URY,3.0,16,1
DZA,1.0,17,1
DZA,2.0,17,1
DZA,3.0,17,1
AGO,1.0,17,1
AGO,2.0,17,0
AGO,3.0,17,1
EGY,1.0,17,1
EGY,2.0,17,1
EGY,3.0,17,1
GHA,1.0,17,1
GHA,2.0,17,1
GHA,3.0,17,1
KEN,1.0,17,1
KEN,2.0,17,1
KEN,3.0,17,1
MDG,1.0,17,1
MDG,2.0,17,1
MDG,3.0,17,1
MRT,1.0,17,1
MRT,2.0,17,1
MRT,3.0,17,1
MAR,1.0,17,1
MAR,2.0,17,1
MAR,3.0,17,1
NGA,1.0,17,1
NGA,2.0,17,1
NGA,3.0,17,1
ZAF,1.0,17,1
ZAF,2.0,17,1
ZAF,3.0,17,1
SDN,1.0,17,1
SDN,2.0,17,1
SDN,3.0,17,1
TUN,1.0,17,1
TUN,2.0,17,0
TUN,3.0,17,1
ZWE,1.0,17,1
ZWE,2.0,17,1
ZWE,3.0,17,1
CHN,1.0,17,1
CHN,2.0,17,1
CHN,3.0,17,1
IND,1.0,17,1
IND,2.0,17,1
IND,3.0,17,1
IDN,1.0,17,1
IDN,2.0,17,1
IDN,3.0,17,1
JPN,1.0,17,1
JPN,2.0,17,1
JPN,3.0,17,1
KOR,1.0,17,1
KOR,2.0,17,1
KOR,3.0,17,1
MYS,1.0,17,1
MYS,2.0,17,1
MYS,3.0,17,1
MMR,1.0,17,1
MMR,2.0,17,1
MMR,3.0,17,1
PAK,1.0,17,1
PAK,2.0,17,1
PAK,3.0,17,1
PHL,1.0,17,1
PHL,2.0,17,1
PHL,3.0,17,1
LKA,1.0,17,1
LKA,2.0,17,1
LKA,3.0,17,1
THA,1.0,17,1
THA,2.0,17,1
THA,3.0,17,1
VNM,1.0,17,1
VNM,2.0,17,1
VNM,3.0,17,1
AUT,1.0,17,1
AUT,2.0,17,1
AUT,3.0,17,1
BEL,1.0,17,1
BEL,2.0,17,1
BEL,3.0,17,1
FRA,1.0,17,1
FRA,2.0,17,1
FRA,3.0,17,1
DEU,1.0,17,1
DEU,2.0,17,1
DEU,3.0,17,1
GRC,1.0,17,1
GRC,2.0,17,1
GRC,3.0,17,1
IRL,1.0,17,1
IRL,2.0,17,1
IRL,3.0,17,1
ITA,1.0,17,1
ITA,2.0,17,1
ITA,3.0,17,1
PRT,1.0,17,1
PRT,2.0,17,1
PRT,3.0,17,1
RUS,1.0,17,1
RUS,2.0,17,1
RUS,3.0,17,1
ESP,1.0,17,1
ESP,2.0,17,1
ESP,3.0,17,1
CHE,1.0,17,1
CHE,2.0,17,1
CHE,3.0,17,1
NLD,1.0,17,1
NLD,2.0,17,1
NLD,3.0,17,1
GBR,1.0,17,1
GBR,2.0,17,1
GBR,3.0,17,1
USA,1.0,17,1
USA,2.0,17,1
USA,3.0,17,1
CAN,1.0,17,1
CAN,2.0,17,1
CAN,3.0,17,1
CRI,1.0,17,1
CRI,2.0,17,0
CRI,3.0,17,1
DOM,1.0,17,1
DOM,2.0,17,1
DOM,3.0,17,1
SLV,1.0,17,1
SLV,2.0,17,1
SLV,3.0,17,1
GTM,1.0,17,1
GTM,2.0,17,1
GTM,3.0,17,1
HND,1.0,17,1
HND,2.0,17,1
HND,3.0,17,1
MEX,1.0,17,1
MEX,2.0,17,1
MEX,3.0,17,1
NIC,1.0,17,1
NIC,2.0,17,1
NIC,3.0,17,1
PAN,1.0,17,1
PAN,2.0,17,1
PAN,3.0,17,1
AUS,1.0,17,1
AUS,2.0,17,1
AUS,3.0,17,1
NZL,1.0,17,0
NZL,2.0,17,1
NZL,3.0,17,1
PNG,1.0,17,1
PNG,2.0,17,1
PNG,3.0,17,1
ARG,1.0,17,1
ARG,2.0,17,1
ARG,3.0,17,1
BOL,1.0,17,1
BOL,2.0,17,1
BOL,3.0,17,1
BRA,1.0,17,1
BRA,2.0,17,1
BRA,3.0,17,1
CHL,1.0,17,1
CHL,2.0,17,1
CHL,3.0,17,1
COL,1.0,17,1
COL,2.0,17,1
COL,3.0,17,1
ECU,1.0,17,1
ECU,2.0,17,1
ECU,3.0,17,1
PRY,1.0,17,1
PRY,2.0,17,1
PRY,3.0,17,1
PER,1.0,17,1
PER,2.0,17,1
PER,3.0,17,1
URY,1.0,17,1
URY,2.0,17,1
URY,3.0,17,1
DZA,1.0,18,1
DZA,2.0,18,1
DZA,3.0,18,1
AGO,1.0,18,1
AGO,2.0,18,1
AGO,3.0,18,1
EGY,1.0,18,1
EGY,2.0,18,1
EGY,3.0,18,1
GHA,1.0,18,1
GHA,2.0,18,1
GHA,3.0,18,1
KEN,1.0,18,1
KEN,2.0,18,1
KEN,3.0,18,1
MDG,1.0,18,1
MDG,2.0,18,1
MDG,3.0,18,1
MRT,1.0,18,1
MRT,2.0,18,1
MRT,3.0,18,1
MAR,1.0,18,1
MAR,2.0,18,1
MAR,3.0,18,1
NGA,1.0,18,1
NGA,2.0,18,1
NGA,3.0,18,1
ZAF,1.0,18,1
ZAF,2.0,18,1
ZAF,3.0,18,1
SDN,1.0,18,0
SDN,2.0,18,1
SDN,3.0,18,1
TUN,1.0,18,1
TUN,2.0,18,1
TUN,3.0,18,1
ZWE,1.0,18,1
ZWE,2.0,18,1
ZWE,3.0,18,1
CHN,1.0,18,1
CHN,2.0,18,1
CHN,3.0,18,1
IND,1.0,18,1
IND,2.0,18,1
IND,3.0,18,1
IDN,1.0,18,1
IDN,2.0,18,1
IDN,3.0,18,1
JPN,1.0,18,1
JPN,2.0,18,1
JPN,3.0,18,1
KOR,1.0,18,1
KOR,2.0,18,1
KOR,3.0,18,1
MYS,1.0,18,1
MYS,2.0,18,0
MYS,3.0,18,1
MMR,1.0,18,1
MMR,2.0,18,1
MMR,3.0,18,1
PAK,1.0,18,1
PAK,2.0,18,1
PAK,3.0,18,1
PHL,1.0,18,1
PHL,2.0,18,1
PHL,3.0,18,1
LKA,1.0,18,1
LKA,2.0,18,1
LKA,3.0,18,1
THA,1.0,18,1
THA,2.0,18,1
THA,3.0,18,1
VNM,1.0,18,1
VNM,2.0,18,1
VNM,3.0,18,1
AUT,1.0,18,0
AUT,2.0,18,1
AUT,3.0,18,1
BEL,1.0,18,1
BEL,2.0,18,1
BEL,3.0,18,1
FRA,1.0,18,1
FRA,2.0,18,1
FRA,3.0,18,1
DEU,1.0,18,1
DEU,2.0,18,1
DEU,3.0,18,0
GRC,1.0,18,1
GRC,2.0,18,1
GRC,3.0,18,1
IRL,1.0,18,1
IRL,2.0,18,1
IRL,3.0,18,1
ITA,1.0,18,1
ITA,2.0,18,1
ITA,3.0,18,1
PRT,1.0,18,0
PRT,2.0,18,1
PRT,3.0,18,1
RUS,1.0,18,1
RUS,2.0,18,1
RUS,3.0,18,1
ESP,1.0,18,0
ESP,2.0,18,1
ESP,3.0,18,1
CHE,1.0,18,1
CHE,2.0,18,1
CHE,3.0,18,1
NLD,1.0,18,1
NLD,2.0,18,1
NLD,3.0,18,1
GBR,1.0,18,0
GBR,2.0,18,1
GBR,3.0,18,1
USA,1.0,18,1
USA,2.0,18,1
USA,3.0,18,1
CAN,1.0,18,1
CAN,2.0,18,1
CAN,3.0,18,1
CRI,1.0,18,1
CRI,2.0,18,1
CRI,3.0,18,1
DOM,1.0,18,1
DOM,2.0,18,1
DOM,3.0,18,1
SLV,1.0,18,1
SLV,2.0,18,1
SLV,3.0,18,1
GTM,1.0,18,1
GTM,2.0,18,1
GTM,3.0,18,1
HND,1.0,18,1
HND,2.0,18,1
HND,3.0,18,1
MEX,1.0,18,0
MEX,2.0,18,1
MEX,3.0,18,1
NIC,1.0,18,1
NIC,2.0,18,1
NIC,3.0,18,1
PAN,1.0,18,1
PAN,2.0,18,1
PAN,3.0,18,1
AUS,1.0,18,1
AUS,2.0,18,1
AUS,3.0,18,1
NZL,1.0,18,1
NZL,2.0,18,1
NZL,3.0,18,1
PNG,1.0,18,1
PNG,2.0,18,1
PNG,3.0,18,1
ARG,1.0,18,1
ARG,2.0,18,1
ARG,3.0,18,1
BOL,1.0,18,1
BOL,2.0,18,1
BOL,3.0,18,1
BRA,1.0,18,1
BRA,2.0,18,1
BRA,3.0,18,1
CHL,1.0,18,1
CHL,2.0,18,1
CHL,3.0,18,1
COL,1.0,18,1
COL,2.0,18,1
COL,3.0,18,1
ECU,1.0,18,1
ECU,2.0,18,1
ECU,3.0,18,1
PRY,1.0,18,1
PRY,2.0,18,1
PRY,3.0,18,1
PER,1.0,18,1
PER,2.0,18,1
PER,3.0,18,1
URY,1.0,18,1
URY,2.0,18,1
URY,3.0,18,1
DZA,1.0,19,0
DZA,2.0,19,1
DZA,3.0,19,1
AGO,1.0,19,1
AGO,2.0,19,1
AGO,3.0,19,1
EGY,1.0,19,1
EGY,2.0,19,1
EGY,3.0,19,1
GHA,1.0,19,1
GHA,2.0,19,1
GHA,3.0,19,1
KEN,1.0,19,1
KEN,2.0,19,1
KEN,3.0,19,1
MDG,1.0,19,1
MDG,2.0,19,1
MDG,3.0,19,1
MRT,1.0,19,1
MRT,2.0,19,1
MRT,3.0,19,1
MAR,1.0,19,1
MAR,2.0,19,1
MAR,3.0,19,1
NGA,1.0,19,1
NGA,2.0,19,1
NGA,3.0,19,1
ZAF,1.0,19,1
ZAF,2.0,19,1
ZAF,3.0,19,1
SDN,1.0,19,1
SDN,2.0,19,0
SDN,3.0,19,1
TUN,1.0,19,1
TUN,2.0,19,1
TUN,3.0,19,1
ZWE,1.0,19,1
ZWE,2.0,19,1
ZWE,3.0,19,0
CHN,1.0,19,1
CHN,2.0,19,1
CHN,3.0,19,1
IND,1.0,19,1
IND,2.0,19,1
IND,3.0,19,1
IDN,1.0,19,1
IDN,2.0,19,1
IDN,3.0,19,1
JPN,1.0,19,1
JPN,2.0,19,1
JPN,3.0,19,1
KOR,1.0,19,1
KOR,2.0,19,1
KOR,3.0,19,1
MYS,1.0,19,1
MYS,2.0,19,1
MYS,3.0,19,1
MMR,1.0,19,1
MMR,2.0,19,1
MMR,3.0,19,1
PAK,1.0,19,1
PAK,2.0,19,1
PAK,3.0,19,1
PHL,1.0,19,1
PHL,2.0,19,1
PHL,3.0,19,1
LKA,1.0,19,1
LKA,2.0,19,1
LKA,3.0,19,1
THA,1.0,19,1
THA,2.0,19,1
THA,3.0,19,1
VNM,1.0,19,1
VNM,2.0,19,1
VNM,3.0,19,1
AUT,1.0,19,1
AUT,2.0,19,1
AUT,3.0,19,1
BEL,1.0,19,1
BEL,2.0,19,1
BEL,3.0,19,1
FRA,1.0,19,1
FRA,2.0,19,1
FRA,3.0,19,1
DEU,1.0,19,1
DEU,2.0,19,1
DEU,3.0,19,1
GRC,1.0,19,1
GRC,2.0,19,1
GRC,3.0,19,1
IRL,1.0,19,1
IRL,2.0,19,0
IRL,3.0,19,1
ITA,1.0,19,1
ITA,2.0,19,1
ITA,3.0,19,1
PRT,1.0,19,1
